PATENTE,A_FABRICACION,MARCA,MODELO,COLOR,TIPO_VEHICULO
PDRK90,2011,HYUNDAI,GRAND STAREX,BRIS PLOMO,29
PFPT52,2017,FORD,ESCAPE,BLANCO,29
PFPW55,2008,CHEVROLET,CAPTIVA,PLATEADO,29
PFPX50,2021,JAC,T8 XE ADVANCE 2.0,PLATEADO PLATA,6
PFPY46,2010,TOYOTA,BB 1.3 AUT,NEGRO,29
PHBF21,2004,HYUNDAI,PORTER II 2.5,BLANCO,6
PJB021,2013,KAWASAKI,LE650,AZUL,21
PJTY94,2016,JEEP,CHEROKEE,NEGRO,29
PJVB69,2006,SSANGYONG,ACTYON,PLATEADO,29
PKKV83,2010,MAZDA,PREMACY 2.0 AUT,PLATEADO,29
PKKY59,2008,TOYOTA,VOXI 2.0 AUT,VIOLETA LILA,29
PLSH79,2012,HONDA,FIT,ROJO,29
PLSJ67,2013,HONDA,FIT,NEGRO,29
PPJS12,2012,HONDA,FIT,GRIS,29
PPTK23,2012,MAZDA,DEMIO,CELESTE,2
PRPS35,2007,HYUNDAI,SANTA FE,NEGRO,29
PRZS28,2013,KIA MOTORS,SORENTO,BLANCO,29
PSFB16,2011,HONDA,FIT 1.3 AUT,NEGRO,29
PSVY56,2012,HONDA,FIT 1.3,PLATEADO,29
PSWB40,2015,JEEP,CHEROKEE 3.2 AUT,GRIS,29
PTCG59,2020,FORD,ECOSPORT,GRIS,29
PXVV58,2011,HYUNDAI,TUCSON 2.0 AUT,BLANCO,29
PXVV89,2012,HYUNDAI,TUCSON,BLANCO,29
PXVW55,2011,HYUNDAI,SANTA FE,PLATEADO,29
PYTR91,2011,KIA MOTORS,SPORTAGE 2.0 AUT,BLANCO,29
PYTS98,2012,NISSAN,MARCH,PLATEADO,2
PZDY34,2011,KIA MOTORS,SORENTO 2.0 AUT,GRIS GRAFITO,29
PZGY90,2006,HYUNDAI,SANTA FE 2.0,PLATEADO,29
PZWX63,2021,JEEP,WRANGLER,GRIS,29
PZWY57,2013,KIA MOTORS,SORENTO 4X4 2.2 AUT,GRIS,29
PZWZ70,2007,HYUNDAI,SANTA FE,PLATEADO,29
RBKG31,2004,HYUNDAI,TUCSON,KMHJN81VP4U0081,29
RCDL88,2011,VOLVO,FH 16,BLANCO VERDE,36
RCGX19,2008,SSANGYONG,REXTON II,BLANCO,29
RCXW70,2010,TOYOTA,RUSH 4X4,PLATEADO,29
RCYB49,2009,HYUNDAI,PORTER II,BLANCO,6
RDVF18,2015,HYUNDAI,SANTA FE,AZUL,29
RFDG39,2008,TOYOTA,VITZ,CELESTE,2
RFDH58,2011,MAZDA,DEMIO,ROJO,2
RFDJ64,2011,HYUNDAI,TUCSON,NEGRO GRAFITO,29
RFDJ69,2009,MAZDA,MPV,PLATEADO,29
RFHL15,2008,SSANGYONG,REXTON,NEGRO,29
RFRR83,2002,HYUNDAI,PORTER 2.5,AZUL,6
RGVP36,2013,CHEVROLET,SPARK 1.2 AUT,ROJO,2
RGVT11,2007,SSANGYONG,ACTYON,PLATEADO,29
RHXP43,2015,SSANGYONG,REXTON,NEGRO,29
RJFS47,2013,NISSAN,NOTE,BLANCO PERLA,2
RJST33,2017,HYUNDAI,GRAND STAREX,NEGRO,19
RJSV45,2016,KIA MOTORS,SPORTAGE,BLANCO,29
RKSZ11,2011,HONDA,FIT,ROJO,2
RLPG73,2016,JEEP,WRANGLER UNLIMITED,BLANCO,29
RPRP21,2018,HYUNDAI,TUCSON,GRIS,29
RRBC56,2009,MAZDA,DEMIO,BLANCO PERLA,2
RRBD21,2013,MAZDA,DEMIO,GRIS,2
RRBD34,2011,KIA MOTORS,SPORTAGE,NEGRO,29
RRBZ26,2013,HONDA,FIT,NEGRO,29
RRBZ60,2015,KIA MOTORS,BONGO,AZUL,6
RSCG30,2010,MAZDA,DEMIO,VIOLETA MORADO,2
RSXD23,2022,SUZUKI,S-CROSS II 1.6,GRIS METALICO,29
RSXG26,2012,TOYOTA,IQ,BLANCO PERLA,2
RSXG61,2012,HONDA,FIT 1.3 AUT,NEGRO,29
RSXH31,2013,MAZDA,PREMACY 2.0 AUT,NEGRO,29
RSXJ79,2019,JEEP,CHEROKEE,PLATEADO,29
RVXR46,2013,KIA MOTORS,SPORTAGE 2.0 AUT,BLANCO,29
RVXW70,2015,HYUNDAI,SANTA FE 2.0 AUT,BLANCO,29
RXBZ51,2013,KIA MOTORS,SPORTAGE,GRIS,29
RXCC38,2012,SUZUKI,SX4,NEGRO,29
RXCD92,2014,HYUNDAI,MAXCRUZ,GRIS GRAFITO,29
RXFG87,2022,SSANGYONG,NEW REXTON GLX TD,GRIS GRAFITO,29
RXHJ90,2017,CHEVROLET,CAMARO 3.6 AUT,BLANCO,2
RYKC67,2007,HYUNDAI,PORTER II 2.5,BLANCO,6
RYKF68,2005,HYUNDAI,PORTER II,AZUL,6
SCTG84,2022,HYUNDAI,CRETA GRAND SU2I 2.0,PLATEADO PLATA,29
SCYY24,2014,KIA MOTORS,SORENTO 4X4 2.2 AUT,PLATEADO,29
SCYY32,2012,NISSAN,NOTE,GRIS,2
SCZB97,2020,JEEP,COMPASS 4X4,NEGRO,29
SDLB11,2023,CHEVROLET,TRACKER 1.2T PREMIER AT P,ROJO OSCURO MET,29
SDLF73,2014,MAZDA,DEMIO,BLANCO,2
SDZK52,2014,MAZDA,DEMIO,ROJO BURDEO,2
SDZL46,2011,MAZDA,DEMIO,CAFE MARRON,2
SGDY80,2011,HYUNDAI,PORTER,BLANCO,6
SGYW54,2022,MAZDA,BT 50 4X4 3.0,GRIS CONCRETO,6
SHJZ76,2012,HONDA,FIT 1.3 AUT,ROJO,29
SKHB38,2018,HYUNDAI,TUCSON 2.0,NEGRO,29
SPDW26,2023,CHANGAN,NEW CS15 LUXURY,BLANCO,2
SVFX95,2007,KIA MOTORS,BONGO,AZUL,6
SW8544,1994,HYUNDAI,PORTER,BLANCO,6
SWFW99,2020,CHEVROLET,TRAX 1.4 AUT,BLANCO,29
SYKL64,2014,SUZUKI,SWIFT,ROJO,2
SYKL85,2014,MAZDA,DEMIO 1.3 AUT,CELESTE,2
SYKS18,2013,HONDA,FIT 1.3 AUT,AZUL,2
SYLZ70,2024,CHANGAN,NEW CS35 PLUS 1.4T AT LUX TURBO DCT,GRIS,29
SYPB22,2018,JEEP,CHEROKEE,GRIS,29
SYPJ29,2005,HYUNDAI,PORTER II 2.5,AZUL,6
TBLY73,2013,SUZUKI,SWIFT,AZUL,2
TDGR15,2012,HONDA,FREED,AZUL,29
TDGR48,2011,KIA MOTORS,BONGO III 4X4,AZUL,6
TDGS79,2012,MAZDA,DEMIO,AZUL TURQUESA,2
TDHD13,2011,HONDA,FIT,ROJO,29
TDHF78,2019,JEEP,GRAND CHEROKEE 3.6 AUT,GRIS,29
TDHH23,2013,MAZDA,DEMIO,ROJO,2
TDHY36,2016,MAZDA,DEMIO,PLATEADO,27
TE8168,1991,HONDA,CIVIC 1.5,AZUL,2
TGLY24,2024,HYUNDAI,ACCENT HCI 1.6 AT VALUE,NEGRO,33
TGSX49,2014,KIA MOTORS,BONGO 2.5,BLANCO,6
TGTD98,2013,NISSAN,NOTE,PLATEADO,29
TGTF68,2022,VOLVO,FH,ROJO,36
TGTF71,2020,VOLVO,FH,ROJO,36
TGTG10,2016,MAZDA,DEMIO,CAFE,2
TGTG13,2015,HYUNDAI,PORTER II,BLANCO,6
TGTG19,2012,MITSUBISHI,COLT,PLATEADO,29
TGTL40,2012,MAZDA,DEMIO 1.5 AUT,PLATEADO,2
TGTL47,2014,MAZDA,BIANTE,NEGRO,29
TGTL48,2013,HONDA,STEPWAGON,NEGRO,29
TGTL49,2012,HONDA,FIT 1.3 AUT,NEGRO,29
TLJS88,2014,HYUNDAI,PORTER II,BLANCO,6
TLJW68,2012,KIA MOTORS,BONGO III,BLANCO,6
TLKC96,2024,HYUNDAI,TUCSON NX4,BLANCO PERLA,29
WKD013,2002,HONDA,VT 750,AMARILLO,21
XE2364,1994,HYUNDAI,MIGHTY,BLANCO,5
XT3195,1994,HYUNDAI,MIGHTY TOP 3.6,BLANCO,5
XT6181,1993,MITSUBISHI,PAJERO,DORADO CAFE DOR,16
XT6274,1990,MITSUBISHI,DELICA,NEGRO,29
XXZ041,2014,HONDA,VT 750,NEGRO,21
YD5086,1993,MITSUBISHI,PAJERO 4WD,GRIS DORADO,29
YS0210,2005,YAMAHA,FZ6-S,ROJO,21
ZD1993,1991,NISSAN,TERRANO,AZUL,29
ZD8676,2005,SUZUKI,AERIO GLX,BLANCO,2
ZE5561,1999,HYUNDAI,PORTER,AZUL,6
BCYV24,2017,HYUNDAI,AVANTE,AZUL,34
BPBV83,2002,KIA,BONGO FRONTIER,AZUL,6
BPWC49,1997,HYUNDAI,EURO ACCENT,BLANCO,2
CGST76,2010,HYUNDAI,ACCENT MC 1.4 GL PS,BEIGE,2
CPKL26,2003,NISSAN,MARCH,CELESTE,2
DCYH95,2000,TOYOTA,PLATZ,GRIS,2
DDYK83,2005,TOYOTA,VITZ,CELESTE,2
DKFC93,2001,HYUNDAI,TERRACAN,PLATEADO GRIS,29
DKR320,2021,CAR INOX,AERODINAMICO,ROJO,9
DLJC28,2002,MAZDA,PREMACY,GRIS PLOMO,29
DRGX20,1999,HYUNDAI,VERNA,BLANCO,2
DVXZ80,2003,MAZDA,DEMIO,CELESTE,29
DWCX97,2012,HYUNDAI,I10 1.1,AZUL,2
DZHW76,2007,MAZDA,DEMIO,BLANCO,29
FCTG70,2003,HONDA,FIT,AZUL,29
FGSX90,2003,TOYOTA,IST 1.5 AUT.,DORADO,2
FHDH68,2013,FORD,EXPLORER LIMITED,GRIS OSCURO,29
FJXK70,2001,HYUNDAI,TERRACAN,NEGRO,29
FVFV87,2007,CHEVROLET,CAPTIVA,NEGRO,29
FZKY44,2014,SUZUKI,GRAND NOMADE 4X4 2.4 AUT,DORADO METALIC,29
GFFX27,2002,HONDA,FIT,VERDE,29
GGFD13,2001,HYUNDAI,PORTER,AZUL,6
GGFF59,2007,SUZUKI,SWIFT,BLANCO,29
GKBC21,2004,JEEP,WRANGLER 4X4,ROJO,16
GXZD94,2005,HONDA,AIRWAVE,AZUL,29
HFGH18,2015,MAHINDRA,NEW MAHINDRA SCORPIO 2,PLATEADO,29
HFGT23,2004,HYUNDAI,TUCSON,VERDE CLARO,29
HHWL49,2006,NISSAN,TIIDA,ROJO,29
HHWS34,2006,HONDA,EDIX,NEGRO,29
HJDV36,2005,NISSAN,NOTE,ROJO BURDEO,29
HKTF84,2008,KIA MOTORS,BONGO III,BLANCO,6
HKTV22,2008,HYUNDAI,GRAND STAREX 2.5 AUT,PLATEADO PLATA,29
HPYF76,2011,DODGE,CALIBER,PLATEADO,29
HSHY12,1998,MITSUBISHI,DELICA,BLANCO,29
HVTX29,2004,HONDA,CRV,BLANCO,29
HYSG98,2005,HYUNDAI,TUSCANI,AMARILLO NEGRO,2
JBGR84,2011,HYUNDAI,PORTER,BLANCO,6
JDGK92,2008,MAZDA,DEMIO,BLANCO,29
JLTY90,2017,MERCEDES BENZ,GLE 250 D,GRIS,29
JPHH72,2007,KIA,PRIDE,PLATEADO,2
JPXJ87,2003,KIA MOTORS,SORENTO,PLATEADO PLATA,29
JSYR25,2018,VOLVO,B420 6X2 EURO V,DORADO,3
JWBJ41,2005,KIA MOTORS,SPORTAGE,GRIS,29
JXTR10,2009,HYUNDAI,TUCSON,PLATAEADO,29
JXTR39,2016,JEEP,CHEROKEE 4X4 2.4 AUT,BLANCO,29
JXTT83,2005,HYUNDAI,TUCSON,ROJO PLOMO,29
JYTD59,2005,HYUNDAI,TUCSON,GRIS PLATA,29
JZRS11,2006,MAZDA,MPV,PLATEADO,29
KBZZ42,2007,MAZDA,MPV 2.3 AUT,BLANCO,29
KCSJ31,2004,HYUNDAI,STAREX 2.5 AUT,NEGRO,29
KJRS47,2014,KIA MOTORS,SORENTO,GRIS,29
KPHT20,2015,FORD,FIESTA,BLANCO,2
KVDK79,2019,VOLKSWAGEN,TIGUAN TRENDLLINE TSI 1.4,GRIS PLATINO,29
KWWB27,2010,MAZDA,DEMIO,VERDE,2
KWWB78,2016,KIA MOTORS,SORENTO,BLANCO,29
KYDC16,2019,HYUNDAI,SANTA FE,GRIS,29
KYDC87,2010,SUZUKI,SWIFT,NEGRO,29
KYDL19,2013,MAZDA,MPV,VIOLETA PURPUR,29
LBFG37,2016,DODGE,DART 2.4,AZUL,2
LDFD34,2019,HYUNDAI,SANTA FE,BLANCO,29
LJWT39,2017,DODGE,CHALLENGER,AMARILLO,2
LJWT61,2007,CHEVROLET,CAPTIVA,BLANCO PERLA,29
LJWW43,2011,HONDA,FIT,VIOLETA,29
LRTT90,2012,HONDA,FIT,BLANCO PERLA,2
LRTW99,2012,KIA MOTORS,SPORTAGE,NEGRO,29
LSXB82,2020,HYUNDAI,TUCSON,BLANCO,29
LSXF76,2011,NISSAN,NOTE,BLANCO PERLA,29
LVRX84,2016,KIA MOTORS,SPORTAGE,BLANCO,29
LVSH98,2012,KIA MOTORS,SORENTO,PLATEADO,29
LYKH39,2012,HONDA,FIT 1300,ROJO,29
PFPW22,2012,KIA MOTORS,SPORTAGE,GRIS GRAFITO,29
PFPW34,2014,CHEVROLET,CAMARGO 3.6 AUT,PLATEADO,2
PFPY86,2008,SUBARU,IMPREZA,AZUL,2
PFRB91,2012,HONDA,FIT,CAFE,29
PJTX62,2011,KIA MOTORS,SORENTO 2.2 AUT,BLANCO,29
PKKX33,2007,BMW,E90 2.0 AUT,GRIS,2
PLFD78,2013,MAZDA,DEMIO,GRIS,2
PLSL48,2013,SSANGYONG,KORANDO SPORT DOBLE CAB,BLANCO,6
PPTJ71,2012,HONDA,FIT,AZUL,29
PRPR67,2008,HYUNDAI,VERACRUZ 3.0 AUT,GRIS,29
PSWB80,2018,BMW,330I,AZUL,2
PSYK62,2013,MAZDA,DEMIO 1.3 AUT,ROJO BURDEO,2
PYGL46,2018,HYUNDAI,TUCSON 2.0 AUT,PLATEADO,29
PZWZ46,2017,HYUNDAI,TUCSON,GRIS,29
RBZP62,2006,KIA MOTORS,SPORTAGE,NEGRO,29
RBZR50,2018,FORD,F150 2.7 AUT,BLANCO,6
RGSV81,2005,HYUNDAI,PORTER II,AZUL,6
RGSX62,2012,MAZDA,DEMIO,BLANCO,2
RHLC15,2012,MAZDA,DEMIO,GRIS PLOMO,2
RHXL78,2007,HYUNDAI,TUCSON,NEGRO,29
RJSR36,2011,KIA MOTORS,SPORTAGE 2.0 AUT,BLANCO,29
RLGS74,2013,MAZDA,DEMIO,GRIS,2
RRBD58,2012,CHEVROLET,ORLANDO,BLANCO,29
RSCH23,2012,SUZUKI,SWIFT1.2 AUT,AZUL,2
RSXD48,2013,HONDA,FIT,BLANCO,2
RTRS47,2022,GREAT WALL,WINGLE 7 2.4 G 4X4 ELITE PLUS,BLANCO TITANIO,6
RTRW75,2011,TOYOTA,IQ,NEGRO,2
RVJR16,2014,NISSAN,NOTE 1.2 AUT,BLANCO,29
RVXT90,2010,CHEVROLET,SPARK,PLATEADO,2
RVXW30,2014,HYUNDAI,SANTA FE,GRIS,29
RXBZ61,2003,NISSAN,NOTE,ROJO BURDEO,29
RXXP78,2012,HONDA,FIT,BLANCO,2
SBCR32,2015,NISSAN,QASHQAI,BLANCO,29
SCCH31,2018,DODGE,RAM 1500 3.6 AUT,GRIS,6
SCYZ29,2013,HONDA,FIT,ROJO,2
SCYZ96,2014,MERCEDES BENZ,CLA 220 CDI,BLANCO,2
SDLG90,2009,HYUNDAI,TUCSON,GRIS,29
SGDY84,2013,MAZDA,DEMIO,NEGRO,2
SGFC50,2011,HONDA,FIT 1.3 AUT,VERDE,29
SGZK69,2023,PEUGEOT,3008 BLUE HDI 130 EAT8,GRIS ARTENSE,29
SLBD83,2014,NISSAN,NOTE 1.2 AUT.,CELESTE,2
SVSP73,2013,KIA MOTORS,SORENTO R 2.0 AUT,BLANCO,29
SVSR16,2016,MAZDA,DEMIO,AZUL,2
SXRT17,2013,HYUNDAI,TUCSON,GRIS,29
SYKK42,2011,HONDA,FIT,BLANCO,29
SYKT88,2005,MINI,COOPER 1.6 AUT,BEIGE,2
TDGG38,2015,BMW,120D 2.0 AUT,GRIS,2
TGC055,2016,HONDA,CBR 1000 RR,NEGRO,21
TGSX68,2019,HYUNDAI,SANTA FE,NEGRO,29
TGTF82,2016,MAZDA,DEMIO,AZUL,2
TGTL14,2014,SUZUKI,SOLIO,NEGRO,29
TLJB50,2014,HYUNDAI,TUCSON 2.0 AUT,NEGRO,29
TLKF38,2013,SUBARU,BRZ,AZUL,2
TZ3197,1993,HYUNDAI,PORTER,BLANCO,6
VF7281,1991,MITSUBISHI,PAJERO,BLANCO,29
WL6211,2002,MAZDA,DEMIO,BLANCO PERLA,29
YR7144,2005,FREIGHTLINER,CL 120 6X4 CARR,BLANCO,36
YS5025,1995,HONDA,CIVIC 1.5,NEGRO,2
BKGV58,2008,HYUNDAI,TUCSON,PLATEADO,29
BPBT49,1999,TOYOTA,VITZ,BLANCO,2
CFFW27,2010,SUZUKI,SX4 CROSSOVER,ROJO COBRE PERL,2
CHYF41,2006,HYUNDAI,TUCSON 4X2,PLATEADO,29
CSPH49,2003,TOYOTA,FUNCARGO,DORADO,29
CWDF49,2002,HYUNDAI,TERRACAN 4X4,GRIS,29
DCL021,1998,YAMAHA,DRAG STAR,AZUL,21
DJHG15,2000,DAEWOO,A3,ROJO,2
DPWW44,2004,KIA MOTORS,OPTIMA,NEGRO,2
FCTB79,2013,CHEVROLET,SAIL II NB,PLATEADO,2
FRJS40,1998,MITSUBISHI,CHALLENGER,NEGRO,29
FXDJ43,2000,HYUNDAI,PORTER 2.5,BLANCO,6
GKDS34,2014,MERCEDES BENZ,A200 BLUUFFICIENCY,BLANCO,2
GZZG85,2008,MAZDA,MPV,GRIS,29
HKTD11,2010,KIA MOTORS,SORENTO 2.0 AUT,BLANCO,29
HLDR14,2006,HYUNDAI,STAREX,PLATEADO,29
HSJG88,2016,HYUNDAI,TUCSON,BLANCO,29
HSZP21,2005,MAZDA,VERISA,GRIS,2
HSZZ74,2007,MAZDA,PREMACY 2.0 AUT,BLANCO,29
JBHT77,2016,NISSAN,PATHFINDER SENSE,BLANCO PERLA,29
JDGF98,1994,MITSUBISHI,PAJERO,VERDE,29
JJTR52,2017,FORD,EDGE SEL ECOBOOST,NEGRO PROFUNDO,29
JLTV44,2006,MAZDA,PREMACY,BLANCO,29
JLTW98,2005,HYUNDAI,PORTER II,AZUL,6
KGJV82,2006,MAZDA,MPV,DORADO,29
KGJX51,2004,HONDA,INTEGRA,BLANCO,2
KGJX95,2013,MAZDA,DEMIO,GRIS,29
KGLP88,2018,TOYOTA,HI LUX D CAB TM 4X2,GRIS,6
KGWS68,2005,MAZDA,PREMACY,BLANCO PERLA,29
KHVW51,2005,HYUNDAI,SANTA FE,PLATEADO,29
KRRX28,2013,NISSAN,NOTE,BLANCO PERLA,29
KSYX62,2013,MAZDA,DEMIO,CELESTE,2
LBFC53,2009,TOYOTA,PASSO,ROJO,29
LFWZ32,2014,DODGE,JOURNEY,NEGRO,29
LJWP32,2010,MAZDA,DEMIO,VIOLETA MORADO,29
LJWR67,2011,MAZDA,VERISA,ROJO,29
LJWS20,2016,KIA MOTORS,SPORTAGE 2.0 AUT 4X2,BLANCO,29
LVRZ22,2006,VOLVO,FH 12 0,BLANCO,36
LVSF99,2007,CHEVROLET,CAPTIVA LT SU 2.0D AWD AT,BLANCO,29
LVSK82,2004,HYUNDAI,SANTA FE,BLANCO,29
LYKV76,2005,MAZDA,ATENZA 2.3,AMARILLO,2
PBSB89,2021,FORD,NEW RANGER CREW,AZUL BELIZE,6
PBST40,2013,FORD,EXPLORER,ROJO,29
PC7816,1996,HYUNDAI,ACCENT 1.5 GLS,VERDE OSCURO,2
PLJY72,2021,FORD,ECOSPORT STORM,GRIS MERCURIO,29
PLSG81,2012,HONDA,FIT,BLANCO,29
PLSK57,2011,HONDA,FIT 1.3 AUT,NEGRO,29
PSDW92,2007,SSANGYONG,ACTYON 2.0 AUT,BLANCO,6
PYTT59,2014,HYUNDAI,TUCSON 2.0 AUT,PLATEADO,29
PYTT61,2018,HYUNDAI,TUCSON,GRIS,29
PZWX59,2016,CHEVROLET,SILVERADO,ROJO,6
PZXJ98,2014,HONDA,FIT 1.3 AUT.,PLATEADO,29
RBDT30,2021,CHEVROLET,NG TRAVERSE AWD 3.6 AUT,PLATEADO PLATA,29
RCXV91,2013,MAZDA,DEMIO 1.3 AUT,GRIS,2
RCYC97,2009,HYUNDAI,GRAND STAREX,PLATEADO,12
RFRH53,2012,HONDA,FIT 1.5 AUT,NEGRO,29
RFRJ44,2006,KIA MOTORS,SPORTAGE,BLANCO,29
RFRL51,2011,HYUNDAI,SANTA FE,GRIS,29
RGSX66,2006,DAIHATSU,BECO 1.5 AUT,NEGRO,29
RHLB93,2012,HONDA,FIT 1.5 AUT,NEGRO,29
RHXK60,2013,NISSAN,NOTE 1.2 AUT,ROJO VINO,29
RLRT64,2019,HYUNDAI,TUCSON,GRIS PLOMO,29
RRCF73,2010,MAZDA,AXELA SPORTS,BLANCO PERLA,2
RTRS44,2007,HYUNDAI,SANTA FE 2.0 AUT,NEGRO,29
RTRS69,2011,NISSAN,TIIDA,NEGRO,29
RVJW53,2022,HYUNDAI,CRETA 1.5 AUT,PLATEADO PLATA,29
SCCG92,2018,KIA MOTORS,SPARTAGE 2.0 AUT,BLANCO,29
SLBD85,2012,MAZDA,DEMIO 1.3 AUT,CAFE MARRON,2
SSGS33,2019,HYUNDAI,PALISADE,NEGRO,29
SWZV36,2012,MAZDA,DEMIO,BLANCO,2
SXJH28,2013,SUZUKI,SWIFT 1.2 AUT,AZUL,2
SYKP20,2010,HYUNDAI,TUCSON 2.0 AUT,GRIS,29
TBPC89,2019,JEEP,CHEROKEE,PLATEADO,29
TDGP98,2010,KIA MOTORS,FORTE KOUP 1.6,BLANCO,2
TDGZ89,2017,MAZDA,DEMIO 1.5 AUT,AZUL,2
TGKV97,2016,CHEVROLET,MALIBU,NEGRO,32
WN1402,2002,KIA,SORENTO,NEGRO,29
WP0816,2012,HONDA,INVICTA,NEGRO,21
XB3141,1994,HYUNDAI,MIGHTY,BLANCO,5
ZF9456,2005,NISSAN,ARMADA,GRIS OSCURO,29
ABC766,2011,HECHIZO,S/M,GRIS PERLA,9
BCYV14,2015,HYUNDAI,ACCENT,AZUL,34
BPLK66,2009,AUDI,A6 TDI,GRIS CUARZO ME,2
BRHG27,2008,MITSUBISHI,LANCER,PLATEADO,2
CCSR21,2000,HYUNDAI,PORTER SPR,BLANCO,6
CHXZ25,2007,HYUNDAI,PORTER II 2.5,AZUL,6
CHYS32,2003,MAZDA,DEMIO,GRIS,29
CRRF81,2005,NISSAN,MARCH,CELESTE,2
CSJS80,2003,HYUNDAI,SANTA FE,PLATEADO,29
CVXR38,2002,KIA MOTORS,SORENTO,NEGRO,29
DBRF60,2004,NISSAN,MARCH 1.2,PLATEADO,2
DBRF99,2008,SSANGYONG,ACTYON SPORTS,BLANCO,6
DCYJ11,1997,MITSUBISHI,DELICA,PLATEADO GRIS,29
DDTF43,2005,HYUNDAI,PORTER,BLANCO,6
DFCT29,2011,MINI,COUNTRYMAN COOPER S ZC51,PLATEADO,29
DHST43,2012,SUBARU,ALL NEW LEGACY 2.0I X,PLATEADO ACERO,2
DHZZ15,2003,HYUNDAI,STAREX,GRIS,20
DHZZ52,1999,HONDA,TORNEO,GRIS,2
DTXZ60,2002,HYUNDAI,TERRACAN 4X4 2.5,NEGRO,29
DXKD91,2000,SSANGYONG,MUSSO,NEGRO,29
EZE819,2023,VILLALTA,CPL 3.5 2EF,GALVANIZADO,9
FBGH56,2004,HYUNDAI,PORTER II,BLANCO,6
FCSZ30,2004,HYUNDAI,PORTER II,BLANCO,6
FCTC26,2003,MAZDA,DEMIO,AZUL,29
FCTG46,2006,HONDA,RIDGELINE,NEGRO,6
FCTW65,2007,MAZDA,CX7,AZUL,29
FGSW66,2005,MAZDA,MPV 2.3 AUT.,NEGRO,29
FKZZ82,2002,KIA MOTORS,SORENTO,PLATEADO,29
FRKZ38,2002,HONDA,FIT,NEGRO,29
FTSW15,2008,HYUNDAI,GRAND STAREX,PLATEADO,19
FWLD13,2002,HYUNDAI,PORTER,BLANCO,6
FXJW61,2005,NISSAN,TIIDA,VERDE,2
FZBS22,2001,HYUNDAI,PORTER D CAB 2.5,AZUL,6
FZLD50,2002,PEUGEOT,206,AZUL,2
GLHD68,2004,MAZDA,RX8,ROJO,2
GLKG36,2014,TOYOTA,4RUNNER LIMITED,GRIS SILVER MET,29
GLKS21,2005,SUZUKI,SWIFT,PLATEADO,2
GLKS23,1994,MITSUBISHI,PAJERO 2.8,VERDE DORADO,29
GLLX77,2014,HYUNDAI,NEW TUCSON 2.0,GRIS,29
GSXR26,2009,CHEVROLET,GENTRA,VERDE,29
GZZT76,2005,SSANGYONG,REXTON,NEGRO,29
HCSL41,2007,MAZDA,DEMIO,GRIS,2
HFGH44,2004,KIA MOTORS,X-TREX,GRIS,29
HFWP81,2011,HYUNDAI,PORTER,AZUL,6
HJFW36,2016,MAZDA,BT50 DCAB,PLATEADO PLATA,6
HSJL25,2005,HYUNDAI,PORTER DCAB,BLANCO,6
HSJR87,2012,HYUNDAI,HD 65,BLANCO,5
HYSD56,2004,HONDA,FIT,NEGRO,29
JBGP32,2005,NISSAN,NOTE 1.5 AUT,ROJO,29
JDGH28,2003,SSANGYONG,REXTON,NEGRO,29
JDGK68,2006,MAZDA,MPV,NEGRO GRAFITO,29
JE3793,2000,TRANDERS,SN25,NARANJA,28
JLTZ32,2004,KIA MOTORS,SORENTO 2.5 AUT,PLATEADO PLATA,29
JLVC36,2006,HYUNDAI,TUCSON,VERDE GRIS,29
JPXG15,2008,HYUNDAI,SANTA FE,PLATEADO,29
JVHH27,2008,SUBARU,IMPRESA 1.5 AUT,BLANCO PERLA,2
JVHH99,2009,NISSAN,NOTE,GRIS,2
JWBD56,2008,TOYOTA,BB,ROJO PURPURA,2
JXTT97,2017,CATERPILLAR,226B3,AMARILLO,17
JYSZ65,2006,HYUNDAI,PORTER II,AZUL,6
JZRS77,2002,HYUNDAI,PORTER,BLANCO,6
KBHP12,2008,MAZDA,DEMIO,CELESTE,2
KBLK70,2008,MAZDA,MPV,BLANCO PERLA,29
KGJT70,2008,SUZUKI,SX4,NARANJO NARANJA,29
KGWR40,2000,VOLVO,VNL64T,CELESTE,36
KGWT51,2004,KIA MOTORS,BONGO,BLANCO,20
KHVS62,2009,HONDA,FIT,NEGRO,29
KJRP79,2007,NISSAN,SERENA,PLATEADO,29
KJRR86,2016,FIAT,FULLBACK 4X4,BLANCO,6
KJVC61,2016,HYUNDAI,ACCENT,GRIS,2
KJVG32,2009,VOLKSWAGEN,EOS,NEGRO,2
KPHV37,2007,MAZDA,DEMIO,BLANCO,2
KPHV56,2013,MAZDA,CX5,ROJO,29
KPJP82,2014,HYUNDAI,STAREX 2.5,NEGRO,20
KRRZ15,2007,DAIHATSU,BEGO 1.5,BLANCO,29
KRSF56,2015,KIA MOTORS,SORENTO,CAFE MARRON,29
KSYS96,2006,MAZDA,MPV,GRIS,29
KSYT83,2004,HYUNDAI,TUCSON,VERDE GRIS,29
KWVV76,2010,SUZUKI,SWIFT,AZUL,2
KXGP85,2015,KIA MOTORS,SPORTAGE,PLATEADO,29
KYDF74,2011,JEEP,GRAND CHEROKEE OVERLAND,ROJO,16
KYDL21,2009,PEUGEOT,207,NEGRO,29
KYDL93,2010,MAZDA,DEMIO 1.3 AUT,ROJO,2
KYDR33,2010,HONDA,FIT,PLATEADO,2
LBFB34,2014,HONDA,FIT,AZUL,29
